"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.870831917E0,-2.685864131E0,-2.775367168E0,-1.072266967E1,1.139702478E1
2.880775917E0,-3.359851044E0,-3.273072517E0,-1.026570860E1,1.128655730E1
2.890719917E0,-3.920711877E0,-3.458149171E0,-1.006492925E1,1.134167439E1
2.900664917E0,-3.871745246E0,-3.496664781E0,-9.913750656E0,1.120265718E1
2.910608917E0,-3.334668548E0,-3.963157985E0,-9.677277560E0,1.097617130E1
2.920552917E0,-3.287566595E0,-4.196170405E0,-9.410935133E0,1.081580511E1
2.930496917E0,-3.353377592E0,-4.080998091E0,-9.389889250E0,1.077356519E1
2.940441917E0,-3.125473006E0,-4.176840095E0,-9.374502302E0,1.072827424E1
2.950385917E0,-3.004781213E0,-4.025746581E0,-9.610181930E0,1.084393574E1
2.960329917E0,-2.999520765E0,-3.818939042E0,-9.808714782E0,1.094496715E1
2.970273917E0,-2.911195357E0,-3.884029369E0,-9.772150388E0,1.091126325E1
2.980217917E0,-3.303576856E0,-3.978551949E0,-9.539813029E0,1.085129155E1
2.990162917E0,-3.993254188E0,-4.065005372E0,-8.578401552E0,1.029851061E1
3.000106917E0,-4.705621056E0,-4.086698834E0,-6.731775420E0,9.173918311E0
3.010050917E0,-4.939766375E0,-4.209593566E0,-4.554036083E0,7.928506447E0
3.019994917E0,-4.368513871E0,-3.901423082E0,-2.020971977E0,6.195913430E0
3.029938917E0,-2.966659121E0,-3.564055696E0,-5.621747017E-2,4.637533800E0
3.039883917E0,-1.353319498E0,-2.701873223E0,1.355414994E0,3.311909174E0
3.049827917E0,9.314842576E-1,-1.642903876E0,3.065361291E0,3.600449404E0
3.059771917E0,3.345390880E0,-5.808515856E-1,6.547377627E0,7.375444562E0
3.069715917E0,5.087340742E0,9.046289463E-2,1.166976073E1,1.273077118E1
3.079659917E0,6.363312541E0,-1.926037022E-1,1.652298949E1,1.770700495E1
3.089604917E0,6.777141042E0,-4.424430940E-1,2.072446887E1,2.180892034E1
3.099548917E0,6.078526826E0,5.091820258E-2,2.325759964E1,2.403886482E1
3.109492917E0,5.185016141E0,6.881984250E-1,2.458627882E1,2.513648972E1
3.119436917E0,4.382084674E0,1.418703063E0,2.578709343E1,2.619522041E1
3.129381917E0,3.508045802E0,1.806035931E0,2.694557654E1,2.723292578E1
3.139325917E0,2.509531695E0,1.966803517E0,2.808238051E1,2.826280525E1
3.149269917E0,2.241783597E0,2.063023544E0,2.885399780E1,2.901439038E1
3.159213917E0,3.099919505E0,2.038216877E0,2.851275898E1,2.875310859E1
3.169157917E0,4.645547932E0,2.329360416E0,2.703360520E1,2.752858234E1
3.179101917E0,6.425920433E0,2.731388505E0,2.442908695E1,2.540734590E1
