"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.915602167E0,-5.402747156E0,-3.189720458E0,3.946254269E0,7.411944157E0
1.925543167E0,-7.068613633E0,-2.014980919E0,3.111494360E0,7.981656717E0
1.935484167E0,-5.063159582E0,-3.036192455E0,2.594637626E0,6.448735844E0
1.945425167E0,-8.090137410E0,-1.772057760E0,3.927174804E0,9.165872242E0
1.955366167E0,-6.491589927E0,-1.660405177E0,4.587493851E0,8.120516299E0
1.965306167E0,-4.714161499E0,-5.102648753E-1,7.381204612E0,8.773019458E0
1.975247167E0,-2.841325808E0,3.351688331E-1,9.699479438E0,1.011263427E1
1.985188167E0,-1.328685617E0,5.026609806E0,9.111165344E0,1.049025956E1
1.995129167E0,7.408673077E0,4.957812636E0,1.277605949E0,9.005588258E0
2.005069167E0,1.829895845E1,-1.870619012E0,1.810613716E0,1.848321990E1
2.015010167E0,1.527103980E1,2.388855397E0,6.942440075E0,1.694428402E1
2.024951167E0,1.001638917E1,2.837187148E0,-4.481159896E-3,1.041046123E1
2.034892167E0,5.287585074E0,3.033764691E0,-3.628177432E0,7.094078911E0
2.044833167E0,4.948724309E0,3.603587551E0,-2.988359892E0,6.812195709E0
2.054773167E0,4.285886866E0,3.202710632E0,-9.377074492E-1,5.431894410E0
2.064714167E0,2.647226899E0,2.021518106E0,-8.778658017E-1,3.444560070E0
2.074655167E0,8.087903774E-1,1.404937987E0,-8.576975854E-1,1.834022292E0
2.084596167E0,7.226439339E-1,1.601493310E0,-4.618726607E-1,1.816678682E0
2.094536167E0,2.414285522E0,2.718326703E0,-6.562704349E-1,3.694423572E0
2.104477167E0,2.792647153E0,3.266872714E0,-8.242795786E-1,4.376159535E0
2.114418167E0,6.937826622E-1,4.152686709E0,-8.340597045E-1,4.292062078E0
2.124359167E0,-1.915363076E0,4.622865998E0,-4.006348443E-1,5.019961556E0
2.134300167E0,-4.556307727E0,3.982447949E0,-3.779839003E-1,6.063225511E0
2.144240167E0,-6.510030876E0,2.570236611E0,-6.382294357E-1,7.028083313E0
2.154181167E0,-6.456704854E0,1.135869588E0,-8.549178922E-1,6.611363089E0
2.164122167E0,-5.104731531E0,1.240393245E0,-9.434739733E-1,5.337321664E0
2.174063167E0,-2.976880931E0,1.620404960E0,-1.413247465E0,3.672165670E0
2.184003167E0,-5.708198100E-1,1.783874398E0,-2.186069280E0,2.878704921E0
2.193944167E0,7.935326529E-1,2.168370928E0,-2.156393491E0,3.159360606E0
2.203885167E0,1.421941690E0,2.507689530E0,-1.769151109E0,3.382354298E0
2.213826167E0,1.726251550E0,2.932092136E0,-1.489830787E0,3.714391536E0
2.223767167E0,1.615858750E0,3.265550074E0,-1.199218907E0,3.835745400E0
